*Input voltage 	VM1[2]
0	5.99999999915968
0.06	5.99999999914943
0.12	5.99999999901605
0.18	5.99999999763532
0.24	5.99999998359989
0.3	5.99999984125531
0.36	5.99999840012264
0.42	5.99998391780994
0.48	5.99984338193087
0.54	5.9986697651111
0.6	5.99239316319435
0.66	5.97514222677428
0.72	5.94639686745651
0.78	5.90897237841333
0.84	5.86537659097864
0.9	5.81730319132678
0.96	5.76587781935909
1.02	5.71187420745386
1.08	5.65584543817121
1.14	5.5982010482097
1.2	5.53925344019364
1.26	5.47924689361348
1.32	5.4183763936735
1.38	5.35680028033873
1.44	5.29464901061081
1.5	5.2320313947894
1.56	5.1690391419233
1.62	5.10575024323826
1.68	5.04223153792976
1.74	4.9785406913873
1.8	4.91472774312437
1.86	4.85083633416656
1.92	4.78690469199348
1.98	4.7229664294827
2.04	4.6590511993586
2.1	4.59518523508452
2.16	4.53139181147163
2.22	4.46769157823327
2.28	4.40410295578092
2.34	4.34064234962988
2.4	4.27732439957937
2.46	4.21416217984269
2.52	4.15116737201858
2.58	4.08835041531002
2.64	4.02572063753543
2.7	3.96328636982182
2.76	3.90105504742514
2.82	3.83903329861826
2.88	3.77722702336851
2.94	3.71564146313248
3	3.65428126298009
3.06	3.59315052703957
3.12	3.53225286809734
3.18	3.47159145206973
3.24	3.41116903798405
3.3	3.35098801395683
3.36	3.29105042970409
3.42	3.23135802589564
3.48	3.17191226075714
3.54	3.11271433420303
3.6	3.05376520976015
3.66	2.99506563451227
3.72	2.93661615728275
3.78	2.87841714524167
3.84	2.82046879902189
3.9	2.76277116661368
3.96	2.70532415605133
4.02	2.6481275470391
4.08	2.59118100163483
4.14	2.53448407406645
4.2	2.47803621973572
4.26	2.42183680352014
4.32	2.36588510741156
4.38	2.31018033755941
4.44	2.25472163076338
4.5	2.19950806045451
4.56	2.14453864224089
4.62	2.08981233902305
4.68	2.03532806570455
4.74	1.98108469357089
4.8	1.92708105433031
4.86	1.87331594387767
4.92	1.81978812573396
4.98	1.76649633427266
5.04	1.71343927770306
5.1	1.6606156408354
5.16	1.60802408760915
5.22	1.55566326350021
5.27999999999999	1.50353179771732
5.33999999999999	1.45162830523362
5.39999999999999	1.3999513886901
5.45999999999999	1.34849964015658
5.51999999999999	1.29727164275712
5.57999999999999	1.24626597220071
5.63999999999999	1.19548119815711
5.69999999999999	1.14491588560116
5.75999999999999	1.0945685959846
5.81999999999999	1.04443788840024
5.87999999999999	0.994522320562164
5.93999999999999	0.94482045004616
5.99999999999999	0.895330834845448
