*Input voltage 	VM1[3]
0	5.99999999159755
0.06	5.99999999149499
0.12	5.99999999016125
0.18	5.99999997635394
0.24	5.99999983599976
0.3	5.99999841255362
0.36	5.9999840012309
0.42	5.99983917847892
0.48	5.99843385534518
0.54	5.98670025690241
0.6	5.92401691050775
0.66	5.75233134663886
0.72	5.46817980538791
0.78	5.1018048933638
0.84	4.68002893516822
0.9	4.2210752788955
0.96	3.73710831895924
1.02	3.23648601704991
1.08	2.72514403606286
1.14	2.20741950616581
1.2	1.68655388893391
1.26	1.1650119323945
1.32	0.644691978139723
1.38	0.203622227220116
1.44	0.150267170304037
1.5	0.13284624091043
1.56	0.122409726056701
1.62	0.114986658038973
1.68	0.109243503594616
1.74	0.104571318078212
1.8	0.10064105190662
1.86	0.0972548756553187
1.92	0.0942846272354242
1.98	0.0916425554756896
2.04	0.0892659580241614
2.1	0.0871084830865592
2.16	0.0851349037369957
2.22	0.0833178245676665
2.28	0.0816355224989226
2.34	0.0800704833834876
2.4	0.0786083817138784
2.46	0.0772373145569793
2.52	0.075947425483769
2.58	0.0747302620387161
2.64	0.0735786515550464
2.7	0.0724864245666748
2.76	0.0714482363230788
2.82	0.0704594262810389
2.88	0.0695159062791766
2.94	0.0686140706475576
3	0.0677507232860994
3.06	0.0669230180093657
3.12	0.0661284093641986
3.18	0.0653646117895934
3.24	0.0646295654772663
3.3	0.0639214076558864
3.36	0.0632384482974147
3.42	0.0625791494528843
3.48	0.0619421075862156
3.54	0.0613260383989217
3.6	0.0607297637360281
3.66	0.0601522002399321
3.72	0.059592349479578
3.78	0.0590492893307172
3.84	0.0585221664216593
3.9	0.0580101894904938
3.96	0.0575126235247484
4.02	0.0570287845757438
4.08	0.056558035156319
4.14	0.0560997801451459
4.2	0.0556534631320005
4.26	0.0552185631484426
4.32	0.0547945917359652
4.38	0.0543810903108673
4.44	0.0539776277903419
4.5	0.0535837984495282
4.56	0.0531992199829485
4.62	0.0528235317474214
4.68	0.0524563931665121
4.74	0.0520974822789303
4.8	0.0517464944156591
4.86	0.0514031409923156
4.92	0.0510671484049404
4.98	0.0507382570187305
5.04	0.0504162202405589
5.1	0.0501008036669988
5.16	0.0497917843006902
5.22	0.0494889498285211
5.27999999999999	0.0491920979558848
5.33999999999999	0.048901035791864
5.39999999999999	0.0486155792807713
5.45999999999999	0.048335552675858
5.51999999999999	0.0480607880515452
5.57999999999999	0.0477911248508404
5.63999999999999	0.0475264094649133
5.69999999999999	0.0472664948421505
5.75999999999999	0.0470112401242463
5.81999999999999	0.0467605103071071
5.87999999999999	0.0465141759245719
5.93999999999999	0.0462721127531434
5.99999999999999	0.0460342015360732
